1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  0.9998  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
1.0000  1.0000  1.0000  1.0000  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000
0.9998  1.0000  1.0000  1.0000  1.0000  0.9998  1.0000  1.0000  1.0000  1.0000
0.9978  0.9976  0.9975  0.9975  0.9976  0.9971  0.9967  0.9971  0.9969  0.9976
0.9985  0.9993  0.9984  0.9984  0.9995  0.9976  0.9982  0.9984  0.9989  0.9985
0.9984  0.9976  0.9976  0.9976  0.9993  0.9973  0.9982  0.9969  0.9973  0.9975
0.9962  0.0956  0.0965  0.1007  0.0980  0.1007  0.0996  0.0980  0.0978  0.0955
0.9973  0.0922  0.0885  0.0958  0.0907  0.0889  0.0904  0.0893  0.0931  0.0915
0.1024  0.9973  0.9975  0.9971  0.9973  0.9975  0.9969  0.9960  0.9967  0.9969
0.1024  0.9969  0.9958  0.9960  0.9975  0.9962  0.9955  0.9960  0.9964  0.9962
0.0976  0.1027  0.0996  0.0936  0.0985  0.0991  0.0938  0.1025  0.1015  0.0985
0.9953  0.0998  0.0956  0.0949  0.9960  0.9964  0.9953  0.9958  0.9949  0.9958
0.0893  0.1027  0.1047  0.0949  0.1051  0.1007  0.0973  0.0962  0.0964  0.0960
0.1038  0.1038  0.0998  0.1024  0.1027  0.1004  0.1051  0.1049  0.1044  0.1118
0.0893  0.0956  0.0984  0.0996  0.0964  0.0973  0.0951  0.0989  0.0947  0.0996
0.1007  0.0956  0.0984  0.0996  0.0964  0.0973  0.0951  0.0989  0.0947  0.0996
